"X","tweet_text","directed_at","tweet_sentiment"
647,"Hot-spot! If only @mention data speed could keep up RT @mention Also, thanks to Apple for releasing iOS 4.3 just in time for #SXSW","Apple","positive"
914,"Hope it's not a flop akaBuzz! @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",NA,"neutral"
2078,"OH at Texas Social Media Awards: 'You don't need to ask your mother anymore. Just Google it.' #sxswi #sxsw",NA,"neutral"
2976,"This is very cool, Google is basically foing their version of an Apple event and showing a ton of new product features. #sxsw","Google","positive"
2510,"@mention does the #iphone at the price point of $49.99 make that even more of an explosion? How do carriers work on plans?  #SXSW #bolinsxsw",NA,"neutral"
30,"They were right, the @gowalla 3 app on #android is sweeeeet! Nice job by the team there. #sxsw","Android App","positive"
1639,"At #sxsw &amp; want to drink free? Get the Ask Around IPhone App to find out where we are &amp; join us for drinks in #Austin.",NA,"neutral"
1667,"#pubcamp #kirkus #sxsw download Qrank on your ipad/iphone before you come to pubcamp sxsw 2011 - prizes!","iPad or iPhone App","positive"
875,"At Red 7, Mist Giant dope! Interviewed Adi from The Mind of Adi a few minutes ago, compared cat pics!  #sxsw Location: {link}",NA,"neutral"
2284,"I knew Localmind by @mention was a hit. It's getting huge press at #SXSW. We reviewed it earlier here: {link} #localmind",NA,"neutral"
1777,"The new #4sq3 looks like it is going to rock. Update for iPhone and Android should push tonight {link} #SXSW #KeepAustinWeird",NA,"positive"
2301,"#sxsw #enchantment: @mention &quot;It's like saying, please don't register. Just go to Google.&quot;  Hahah",NA,"neutral"
1047,"Shut. Up. RT @mention It's not a rumor: Apple is opening a temp store in downtown Austin for #SXSW &amp; the iPad 2 launch. {link}",NA,"neutral"
2459,"iPad 2 Update: ONLINE sales start at 12:01am PST | 3am EST on 3/11/11 | 2-day Free Shipping |FYI: #SXSW - Popup store downtown Austin #apple",NA,"neutral"
1835,"Learning about the future of search from @mention &amp; @mention Creepily social and awesome. #SXSW",NA,"neutral"
1372,"Yesterday, I left the house without my phone. Then I forgot to charge iPad overnight. #mobilefail #sxsw",NA,"neutral"
1286,"Wishing I was at #sxsw to see the rumored demo of @mention new social network 'Circles' {link} (via @mention","Other Google product or service","positive"
2780,"I convinced myself not to upgrade to iPad 2. But then I just held one at the #SxSW trade show... and failed my willpower check.","iPad","positive"
1800,"Apple is a more selfish brand than Microsoft but it has served its brand well.#sxsw","Apple","negative"
1025,".@mention Rec: Give the Bad Apple a job in a mtg, such as taking notes. Make mtg voluntary =&gt; willing participants. #gamestorming #sxsw",NA,"neutral"
1496,"Google 80's Party! #SXSW (@mention Maggie Mae's w/ 64 others) {link}",NA,"neutral"
2789,"Just picked up a @mention carry-on in soho for my #SXSW! trip tomorrow... huge #iPad line @mention",NA,"neutral"
2703,"Attn: dude using new iPad as a camera in the middle of an overcrowded #sxsw presentation. You rock. #fail","iPad","neutral"
1185,"LISTEN TO THIS!! the brocast: episode #2 {link} #ios #apple #iphone #sxsw #music @mention @mention @mention",NA,"neutral"
2323,"congrats chris! RT @mention #SXSW Interactive Award: Music Category to &quot;Wilderness Downtown&quot; @mention @mention @mentione",NA,"neutral"
1089,"“@mention Spotted at #SXSW: Man in need of an iPad (2?) – {link} #sxswi” man in need should go to SXSW apple store","iPad","positive"
1369,"Conan doc, CDR Radio, Android party, NPR shindig, general raging. Pretty sure I'm doing #SXSW proper. It is a sprint, not a marathon, right?",NA,"neutral"
2812,"#google sees itself not as a search engine, but an organizer of information, giving them a path to innovate new products #savebrands #sxsw",NA,"neutral"
2907,"YES RT @mention LoL U r gadgetzilla! Have fun! @mention It's #SXSW Festival time. OMG I'm scared! Got my netbook, #iPad &amp; my droid!","iPad","positive"
2353,".crowdbeacon has put together a guide to #sxsw at {link} The latest update to their iPhone app is going to be sick.","iPad or iPhone App","positive"
148,"“@mention #sxsw ipad store sold out of everything except 64gig wifi only white” @mention Did you manage to get yours?","iPad","positive"
92,"What !?!? @mention  #SXSW does not provide iPhone chargers?!?  I've changed my mind about going next year!","iPhone","negative"
2077,"&quot;ideas not objects&quot; Robert burner hired Ives at apple. #sxsw",NA,"neutral"
1403,"#Startups: Free Premium Service on your 1st Job Post {link} #Lean #LeanUX #LeanStartup #SXSW #SXSWi #Launch #Startup #Founders",NA,"neutral"
1178,"People in this session are taking photos with their iPad 2s up in the air... #doingitwrong #sxsw",NA,"neutral"
2442,"So Annoyed with #SXSW schedule app that has bad #ui for iPad. My fingers ain't THAT fat, y'all.","iPad or iPhone App","negative"
93,"Wonder if @mention &amp; @mention will be in the apple flashmob: tcrn.ch/fcs45j #SXSW #ipad2",NA,"neutral"
1889,"I can't wait to see what @mention 's been up to! @mention big news {link}  #google #circles #sxsw",NA,"neutral"
2115,"The line at the #sxsw Apple Popup Store was shorter than the line at the Starbucks across the street. So, I really had no choice…",NA,"neutral"
2355,"At #SXSW conf and 1 out of every 200 people have a Mac or Ipad (including me).  What happened to the PC? Is it becoming obsolete?",NA,"neutral"
1362,"Apple pop-up store in Austin for #SXSW {link} By @mention (via @mention &lt;&lt; #Brilliant #popupstore #experiential",NA,"neutral"
994,"Grown men playing legos... Google party #sxsw  @mention Speakeasy {link}",NA,"neutral"
2460,"Mobile updates RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",NA,"neutral"
2222,"About to be interviewed by Mashable while waiting in line at the popup Apple Store at #SxSW.",NA,"neutral"
2480,"We're wondering how many @mention will come back from #sxsw with iPad 2's. Maybe everyone?",NA,"neutral"
867,"great for meetings, haha! #hollergram {link} #sxsw",NA,"neutral"
248,"I came in and left #sxsw with my iPhone playing the same song, chosen at random: Skream's Listening to the Records on my wall. Appropriate.",NA,"neutral"
2405,"Google and Bing sitting on the same panel. They don't look like they want to punch each other in the face. Cc: @mention #sxsw",NA,"neutral"
1250,"&quot;I'm too fond of my iPad.&quot; - @mention #sxswi #SXSW","iPad","positive"
974,"IPad 2 is out! Plenty of people at the store..and in line..scarfing them up. #SXSW (@mention Apple Store, SXSW w/ 65 others) {link}","iPad","positive"
4,"@sxsw I hope this year's festival isn't as crashy as this year's iPhone app. #sxsw","iPad or iPhone App","negative"
1804,"Just saw a preview of the new @mention iPad app. Awesome. #sxsw","iPad or iPhone App","positive"
1994,"Hello gigantic line outside Google v Bing SEO session. #sxsw #sxswi",NA,"neutral"
661,"For those in need of sweet Mac goodness at #SXSW, Apple has set up a temporary store downtown: {link}","Apple","positive"
1231,"Apple set to open popup shop in core of SXSW action to sell iPad2 {link} #ipad2 #sxsw",NA,"neutral"
2694,"Brains are to zombies like content is to google - @mention quoted by @mention #contentrules #sxsw",NA,"neutral"
66,"Agree. RT @mention Wait. FIONA APPLE is in town??? Somebody kidnap her and put her in a recording studio until she records a new album. #sxsw",NA,"neutral"
166,"Solving a #SXSW-induced iPhone-in-toilet crisis at Apple Store with @mention (not my crisis for once)",NA,"neutral"
590,"Check out GoogleTV to iPad Apps: The Connected TV Experience at SXSW.
{link} #SXSW #ConnectedTV Fascinating!","iPad or iPhone App","positive"
2805,"Guess I need to figure out what sessions. iPad app is killer. Selection overwhelming #sxsw","iPad or iPhone App","positive"
1411,"SXSW 2011: Novelty of iPad news apps fades fast among digital delegates {link} via @mention #SXSW XIPAD","iPad or iPhone App","negative"
921,"To buy or not to buy RT @mention Before It Even Begins, Apple Wins #SXSW {link}","Apple","positive"
301,"Base Camp Apple.  #SXSW {link}",NA,"neutral"
2740,"Getting ready to hear about the @mention road map from VP Product Marissa Mayer.  Pls tell me you're going to focus on search.... #SXSW",NA,"neutral"
2349,"Time for coffee, muffins and news reading with leNewz at #SXSW trade show (booth #1422 just behind Google's)",NA,"neutral"
1618,"@mention @mention will have some apple v android things going on tomorrow during the @mention #SXSW",NA,"neutral"
2233,"AOL, T-Mobile Launch 'Play' Android App {link} via @mention #sxsw",NA,"neutral"
1121,"Pre-order the @mention 'Humorous To Bees' LP on @mention Catch them this month @mention {link} #sxsw",NA,"neutral"
769,"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw @mention",NA,"neutral"
1554,"I agree, @mention but they're all so great!  &quot;iPhone Apps For Mealtime&quot; {link} (via @mention #bizzy #sxsw","iPad or iPhone App","positive"
1040,"Congrats! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw","Android App","positive"
536,"#at&amp;t giving away amazing prizes..iPhone, Android, kindle, tablets...amazing. happening now at the Sheraton.#SXSW.",NA,"neutral"
1828,"saw #Hashable pushed out an update to its iPhone app - looks ready to use as the paperless biz card solution for  #SXSW","iPad or iPhone App","positive"
1219,"Apple set to open popup shop in Austin (6th &amp; Con) for SXSW {link} via @mention #sxsw #sxswprsa #prsa",NA,"neutral"
2676,"Temp Apple store in Austin has quite a few #iPAD2 left... #SXSW",NA,"neutral"
1502,"i think i've seen maybe 2 non-apple notebooks my entire time here... mostly macbook pros, some macbooks, and many, many ipad2's #sxsw",NA,"neutral"
1327,"&quot;Are you bringing Flipboard to android? No, but we are bringing it to iPhone. We're still rounding over the corners for iOS&quot; #cmsxsw #sxsw",NA,"neutral"
1020,"Ne sapete qualcosa? “@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw”",NA,"neutral"
2462,"Exciting day at #sxsw to day. Now Tim Ferriss, and rumors about launch of Google Circles later...","Other Google product or service","positive"
2364,"Trying 2 convince @mention 2 watch the launch of google Social network at #SXSW . I didn't know there was going to be comedy?!","Other Google product or service","negative"
1827,"Free portable iPhone charger from @mention I'm about to use the heck out of this at #SXSW. {link}","iPhone","positive"
129,"For those #notatSXSW (or at #SXSW), here's {link} Free to download and meet nearby peps",NA,"neutral"
1863,"☺ Not a bad idea! ☼ {link} Ω #edchat #musedchat #sxsw #sxswi #classical #newTwitter",NA,"neutral"
596,"Less than half an hour and we'll tell you how to win an iPad 2!  RT this now! #SXSW #SXSWi",NA,"neutral"
2611,"On average Google Maps sees 40% of its users come from mobile devices. We are becoming more connected (@mention #SXSW #donline ^DK",NA,"neutral"
1457,"brilliant. RT @mention Apple set to open popup shop in core of SXSW action  - they're going to sell iPad2 at #SXSW! {link}","Apple","positive"
2956,"Sitting here at the #Flipboard panel, wishing I had my #iPad with me. Alas, my two year old has completely overtaken it. #SXSW #Flipboard","iPad","positive"
2925,"#sxsw: @mention What if Google asks you &quot;why do you want to know that&quot;?",NA,"neutral"
225,"Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin",NA,"neutral"
355,"will this be another google wave? RT @mention We interrupt your regularly scheduled #sxsw geek programming w/big #google news {link}",NA,"neutral"
1717,"Going to #SXSW? Come by the #EMC Consulting booth for your chance to win an iPad 2! @mention @mention","iPad","positive"
1323,".@mention would like a data dashboard of what the govt knows about him (like credit score, Google data dashboard)  #sxsw",NA,"neutral"
638,"“@mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW”",NA,"positive"
105,"“@mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.”","Google","positive"
2902,"#sxsw: @mention intrvw @mention &quot;Govt is not a vending machine [put in $, get svcs], it's a platform; iPhone was a teaching moment&quot;","iPhone","positive"
2779,"Just posted my interview with @mention about the @mention story. That was really fun! {link} #AppSavvy #sxsw",NA,"neutral"
1093,"Check out Staying Alive: Can Indie iPhone Game Development Survive? at #SXSW #StayingAlive",NA,"neutral"
2048,"Share, share and share some more. #Posterous Joins The #SXSW Pile On With Posterous Events For iPhone {link} #socmedia",NA,"positive"
2168,"Have to say, pretty smart timing for #Apple to drop the #ipad2 right on top of #SXSW. it's nearly all that anyones talking about.","iPad","positive"
81,"New Post: @mention iPhone app makes it easy to connect on all social networks with people you meet  {link} #sxsw","iPad or iPhone App","positive"
1841,"Google Places with Hotpot personalized &quot;friend&quot; recommendations are pulled from... Facebook??? #SXSW",NA,"neutral"
